"_id","title","tags","original-price","discount","price-main-md","seller","ProductId","price-promotional"
"ObjectId(""6296b11afc39a438146748bb"")","Head - Raqueta de Tenis Para Niños - Novak 21 (5-6 Años) - 2021 - Rojo","[""deportes"",""deportes/deportes-de-raqueta"",""deportes-de-raqueta/tenis"",""tenis/raquetas-de-tenis""]",,,188.33,"{""score"":4.8,""link-low-md"":""ALTENIS SPORTS""}",10047,
"ObjectId(""6296b11afc39a438146748bc"")","Módulo Zigbee Ymf - Ydf","[""ferreteria"",""ferreteria/cerrajeria"",""cerrajeria/cerraduras""]",119.99,0.17493124427035578,99,"{""score"":4.5,""link-low-md"":""Falabella""}",10048,
"ObjectId(""6296b11afc39a438146748bd"")","ENCHEN Shaver 3D Rasuradora eléctrica Máquina de afeitar","[""belleza-y-cuidado-personal"",""belleza-y-cuidado-personal/articulos-para-afeitado"",""articulos-para-afeitado/rastrillos-y-sistemas"",""rastrillos-y-sistemas/rastrillos-para-hombre"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",140,0.3642857142857143,89,"{""score"":4.4,""link-low-md"":""Water""}",10049,79.9
"ObjectId(""6296b11afc39a438146748be"")","Mickey y sus Amigos ¡ Presta atención, Donald!","[""libros-y-peliculas"",""libros-y-peliculas/libros"",""libros/libros-infantiles"",""libros-infantiles/interactivos-y-estimulacion""]",,,24.9,"{""score"":4.6,""link-low-md"":""Lexus Editores""}",10050,
"ObjectId(""6296b11afc39a438146748bf"")","Wanbo T2 MAX 1080P Mini LED Projector WIFI Corrección trapezoidal vertical","[""tv-audio-y-video"",""tv-audio-y-video/tv-y-video"",""tv-y-video/proyeccion"",""proyeccion/proyectores"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",899,0.1890989988876529,729,"{""score"":4.7,""link-low-md"":""1st Moblie Phone""}",10051,689
"ObjectId(""6296b11afc39a438146748c0"")","Audífono Samsung Galaxy S7 S7 Edge Original Blanco","[""tv-audio-y-video"",""tv-audio-y-video/audio"",""audio/audifonos"",""audifonos/audifonos-in-ear""]",60,0.18333333333333335,49,"{""score"":4.4,""link-low-md"":""ACCESORIES STORE""}",10052,
"ObjectId(""6296b11afc39a438146748c1"")","Viu Manent Reserva Cabernet Sauv.X 750 Viu Manent 13300002","[""despensa-vinos-y-gourmet"",""despensa-vinos-y-gourmet/vinos-y-licores"",""vinos-y-licores/vinos-y-champagne"",""vinos-y-champagne/vino-tinto""]",,,61,"{""score"":4.5,""link-low-md"":""Falabella""}",10053,
"ObjectId(""6296b11afc39a438146748c2"")","Zapatilla Skechers Skech-Flex 2.0 - Negro","[""juguetes-ninos-y-bebes"",""juguetes-ninos-y-bebes/ropa-y-calzado-para-ninos-y-bebes"",""ropa-y-calzado-para-ninos-y-bebes/calzado-para-ninos"",""calzado-para-ninos/zapatillas-para-ninos""]",239,0.2510460251046025,179,"{""score"":4.5,""link-low-md"":""Richorf Shoes""}",10054,
"ObjectId(""6296b11afc39a438146748c3"")","LLAVE PARA BAR BALI","[""ferreteria"",""ferreteria/plomeria"",""plomeria/plomeria-de-cocina"",""plomeria-de-cocina/griferia-de-cocina""]",,,267,"{""score"":4.8,""link-low-md"":""VSI Industrial""}",10055,
"ObjectId(""6296b11afc39a438146748c4"")","Zapatillas Running Para Hombre Marca New Balance ME420LR2-Multicolor","[""moda"",""moda/hombre"",""hombre/zapatos-hombre"",""zapatos-hombre/zapatillas-deportivas-hombre"",""zapatillas-deportivas-hombre/zapatillas-para-correr-hombre""]",,,269,"{""score"":4.5,""link-low-md"":""Falabella""}",10056,
"ObjectId(""6296b11afc39a438146748c5"")","Rodilleras deportivas Muelles Soporte SBR Abrazadera transpirable Prot","[""deportes"",""deportes/deportes-de-contacto"",""deportes-de-contacto/accesorios-deportes-de-contacto"",""accesorios-deportes-de-contacto/armas-para-artes-marciales"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",136,0.2867647058823529,97,"{""score"":4.4,""link-low-md"":""Qing Dynasty""}",10057,
"ObjectId(""6296b11afc39a438146748c6"")","ASIENTO MEDITERRANEO ENVOLVENTE CAIDA LENTA BONE VAINSA","[""ferreteria"",""ferreteria/plomeria"",""plomeria/plomeria-de-bano"",""plomeria-de-bano/sanitarios""]",,,80,"{""score"":4.8,""link-low-md"":""VSI Industrial""}",10058,
"ObjectId(""6296b11afc39a438146748c7"")","CDP R-UPR508i - UPS interactivo 500VA 250W, 220V, 8 tomas","[""computacion"",""computacion/otros-computacion""]",,,229,"{""score"":4.7,""link-low-md"":""ARTEUS COMP SAC""}",10059,
"ObjectId(""6296b11afc39a438146748c8"")","Vinagre de Manzana Santa Natura","[""despensa-vinos-y-gourmet"",""despensa-vinos-y-gourmet/despensa"",""despensa/aceites-y-vinagres"",""aceites-y-vinagres/vinagre-de-manzana""]",32,0.09999999999999998,28.8,"{""score"":4.6,""link-low-md"":""NOVUS""}",10060,
"ObjectId(""6296b11afc39a438146748c9"")","Tablero de visualización de medidas LED azul","[""celulares-y-tablets"",""celulares-y-tablets/lectores-electronicos"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",174,0.33333333333333337,116,"{""score"":5,""link-low-md"":""LOVIVER""}",10061,
"ObjectId(""6296b11afc39a438146748ca"")","Mouse Gamer Logitech G G502 Hero 25K Lightspeed","[""computacion"",""computacion/zona-gamer"",""zona-gamer/accesorios-gamers"",""accesorios-gamers/mouse-y-mousepads-gamers""]",470,0.1510638297872341,399,"{""score"":4.8,""link-low-md"":""Gaming Central S.A.C""}",10062,
"ObjectId(""6296b11afc39a438146748cb"")","Picnic al aire libre Parrilla para escaldar Amarillo 10x4.3 pulgadas","[""deportes"",""deportes/deportes-de-contacto"",""deportes-de-contacto/accesorios-deportes-de-contacto"",""accesorios-deportes-de-contacto/cascos-de-proteccion-para-deportes-de-contacto"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",244,0.2295081967213115,188,"{""score"":4.2,""link-low-md"":""Prettyia""}",10063,
"ObjectId(""6296b11afc39a438146748cc"")","Polo Hombre Timmy11d Manga Corta Azul Dutty","[""moda"",""moda/hombre"",""hombre/ropa-hombres"",""ropa-hombres/polos-hombre"",""polos-hombre/polos-manga-corta-hombre""]",69.9,0.5,34.95,"{""score"":4.8,""link-low-md"":""TopiTop""}",10064,
"ObjectId(""6296b11afc39a438146748cd"")","Protector De Colchón Amoldable Sleeper Sleeper02","[""hogar"",""hogar/textiles-y-blancos"",""textiles-y-blancos/ropa-de-cama"",""ropa-de-cama/protectores-de-colchon-y-cubrecolchon""]",,,66.9,"{""score"":4.5,""link-low-md"":""Falabella""}",10065,
"ObjectId(""6296b11afc39a438146748ce"")","Morral Para Hombre Renzo Costa Etr-18 2802542 Dark Brown","[""moda"",""moda/carteras-billeteras-maletas-y-mochilas"",""carteras-billeteras-maletas-y-mochilas/mochilas"",""mochilas/morrales""]",,,390,"{""score"":4.7,""link-low-md"":""RENZO COSTA S.A.C.""}",10066,359
"ObjectId(""6296b11afc39a438146748cf"")","Organizador de almacenamiento de lavadora para el hogar, cubre el polvo, dispositivo de tapa d CUI","[""electrodomesticos"",""electrodomesticos/repuestos-electrodomesticos"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",138,0.2028985507246377,110,"{""score"":3.5,""link-low-md"":""CUI Mall""}",10067,
"ObjectId(""6296b11afc39a438146748d0"")","Centro de TV 50¿ Itaipu","[""hogar"",""hogar/muebles"",""muebles/muebles-de-sala"",""muebles-de-sala/muebles-para-tv"",""muebles-para-tv/centros-de-entretenimiento""]",949,0.410958904109589,559,"{""score"":4.5,""link-low-md"":""Falabella""}",10068,
"ObjectId(""6296b11afc39a438146748d1"")","Organizador de baño jabonera c escurridor al lavadero tipo hoja X3UND","[""hogar"",""hogar/articulos-de-bano"",""articulos-de-bano/accesorios-de-bano"",""accesorios-de-bano/jaboneras""]",35.9,0.4178272980501393,20.9,"{""score"":4.5,""link-low-md"":""FAMILY & GROUP""}",10069,
"ObjectId(""6296b11afc39a438146748d2"")","Monedas 100pcs Ronda Certified Display de plástico caja de almacenamiento de Colección Caja de juntas-Not Specified","[""juguetes-ninos-y-bebes"",""juguetes-ninos-y-bebes/juguetes-y-juegos"",""juguetes-y-juegos/figuras-de-accion-y-coleccionables"",""figuras-de-accion-y-coleccionables/coleccionables"",""https://www.linio.com.pe/cm/productos-internacionales-en-peru"",""https://www.linio.com.pe/sp/preguntas-frecuentes/productos-internacionales#s1""]",216,0.5,108,"{""score"":3.9,""link-low-md"":""Central do Brasil""}",10070,
"ObjectId(""6296b11afc39a438146748d3"")","tazas personalizadas- Blanca Nieves","[""hogar"",""hogar/articulos-de-comedor"",""articulos-de-comedor/vasos-copas-y-jarras"",""vasos-copas-y-jarras/tazas-y-tarros""]",40,0.5025000000000001,19.9,"{""score"":4.2,""link-low-md"":""NUÑEZ GOMEZ JHONNY RUBEN""}",10071,
"ObjectId(""6296b11afc39a438146748d4"")","Detergente en Polvo Ariel Regular Pro Cuidado 4kg","[""despensa-vinos-y-gourmet"",""despensa-vinos-y-gourmet/articulos-para-el-hogar"",""articulos-para-el-hogar/limpieza-y-cuidado-del-hogar"",""limpieza-y-cuidado-del-hogar/lavanderia"",""lavanderia/detergentes-en-polvo""]",,,48.9,"{""score"":4.6,""link-low-md"":""P&G""}",10072,
